抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,户口所在地,毕业学校,学历,学习形式,网站认证,淘宝网认证,卖家信用等级（皇冠数*10+钻石数*1）,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/05/12,18:47:29,102607,0,0,0,0,0,为你服务帮助你借款！,100000,25,6,等额本息，每月还款,17903,0.00,投标已结束,,2008/5/6,0,44,scaping,E,27,11,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:32,102608,0,0,0,0,0,～急～自己想创业，手上资金缺,100000,12,24,等额本息，每月还款,4712,0.00,投标已结束,,2008/5/6,0,16,wo326831541,E,50,48,3,3,1,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:35,102609,0,0,0,0,0,政府人员诚心借款3万,30000,10,36,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,36,wqjk12,E,36,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:37,102610,0,0,0,0,0,福建泉州开店急需资金周转,50000,20,24,等额本息，每月还款,2545,0.00,投标已结束,,2008/5/6,0,22,love0595,HR,7,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:39,102611,0,0,0,0,0,"我的信用很好,但最近手上有点紧.",30000,20,12,等额本息，每月还款,2779,0.00,投标已结束,,2008/5/6,0,21,ak57buqiang,HR,14,2,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:41,102612,0,0,0,0,0,有借有还，再借不难，说话算话,10000,8,3,等额本息，每月还款,3381,0.00,投标已结束,,2008/5/2,0,6,zhangli,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:45,102613,0,0,0,0,0,马上参加工作，需资金周转,3000,15,10,等额本息，每月还款,321,0.00,投标已结束,,2008/5/6,0,26,fox061718,E,26,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:51,102616,0,0,0,0,0,急需周转资金，寻求资助,10000,14,6,等额本息，每月还款,1735,0.00,投标已结束,,2008/5/6,0,15,tengyuemv,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:47:54,102617,0,0,0,0,0,真的急  感谢大恩!!!,100000,10,3,等额本息，每月还款,33890,0.00,投标已结束,,2008/5/6,0,11,sd1371498,HR,18,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:01,102621,0,0,0,0,0,有情人终成眷属！两人经过了大风大浪终于走在了一起！,20000,9,12,等额本息，每月还款,1749,0.00,投标已结束,,2008/5/8,0,10,jiang,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:06,102624,0,0,0,0,0,个人店铺周转需要 好信誉,10000,12,7,等额本息，每月还款,1486,0.00,投标已结束,,2008/5/6,0,10,yangzilover,HR,20,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:11,102628,0,0,0,0,0,淘宝店扩大经营，急需资金周转,20000,15,12,等额本息，每月还款,0,2.50,投标已结束,,2008/6/15,2,222,xiaguojiu88,E,35,20,0,2,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:12,102629,0,0,0,0,0,淘宝店扩大经营，急需资金周转,20000,15,12,等额本息，每月还款,1805,0.00,投标已结束,,2008/5/6,0,42,xiaguojiu88,E,35,20,0,2,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:16,102631,0,0,0,0,0,"短期借款周转,最多两周时间还清,为了倒钱",20000,20,1,等额本息，每月还款,20333,0.00,投标已结束,,2008/5/6,0,8,zhong5266,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:18,102632,0,0,0,0,0,我公司要发展继续资金,100000,0,12,等额本息，每月还款,8345,0.00,投标已结束,,2008/5/6,0,58,tianshen520,E,26,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:20,102633,0,0,0,0,0,诚实守信有借有还诚信帮人,3000,3,10,等额本息，每月还款,0,0.00,投标已结束,,2008/5/6,0,8,letian448467,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:22,102634,0,0,0,0,0,创业我不要在这样糊涂的过下去了,20000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/15,0,6,chenbiaoxin,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:33,102640,0,0,0,0,0,"订单量增加,资金周转不过来,急!!!",100000,24,9,等额本息，每月还款,12252,0.00,投标已结束,,2008/5/6,0,24,lj5912,E,33,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:34,102641,0,0,0,0,0,急！非常急，请帮忙，谢谢````,3000,5,3,等额本息，每月还款,1008,0.00,投标已结束,,2008/5/2,0,13,help,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:38,102643,0,0,0,0,0,营业服装店扩大规模急需资金,20000,12,36,等额本息，每月还款,664,0.00,投标已结束,,2008/5/6,0,12,shanwei50768,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:42,102645,0,0,0,0,0,我完全有能力还款就怕没有现金！,20000,25,12,等额本息，每月还款,1901,0.25,投标已结束,,2008/5/3,1,71,willl32,E,45,10,1,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:44,102646,0,0,0,0,0,打算开小店不敢向家里要钱还打算开网店,3800,20,6,等额本息，每月还款,671,0.00,投标已结束,,2008/5/6,0,34,devil358258491,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:45,102647,0,0,0,0,0,养蛇，此地暂无人养，且这里人好吃蛇。市场前景广,100000,15,36,等额本息，每月还款,0,0.00,投标已结束,,2008/5/18,0,13,aguang19847912,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:47,102648,0,0,0,0,0,自创第二职业  年轻就要闯,50000,10,12,等额本息，每月还款,4396,0.00,投标已结束,,2008/5/6,0,9,lgang,E,32,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:49,102649,0,0,0,0,0,创业一年寻诚信贷款-发展借贷,20000,20,6,等额本息，每月还款,3530,0.00,投标已结束,,2008/5/6,0,10,zhaozhishun,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:54,102652,0,0,0,0,0,急用！~~~请看看！,10000,20,12,等额本息，每月还款,926,0.00,投标已结束,,2008/5/12,0,12,conan73,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:56,102653,0,0,0,0,0,我现在要交成人大专的学费是西南大学的需要3000块钱,3000,20,9,等额本息，每月还款,362,0.00,投标已结束,,2008/12/1,0,3,wangzhi,E,39,20,0,7,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:48:59,102654,0,0,0,0,0,因为自考大学快要交学费了.所以想借3000块,3000,15,18,等额本息，每月还款,187,0.00,投标已结束,,2008/5/10,0,36,wangzhi,E,39,20,0,7,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:01,102656,0,0,0,0,0,"紧急流动周转资金,假期赶单做产品急需20000元.",20000,25,1,等额本息，每月还款,20417,0.00,投标已结束,,2008/5/3,0,13,andyhml,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:03,102657,0,0,0,0,0,做短期的货物流通投入,5000,7,6,等额本息，每月还款,853,0.00,投标已结束,,2008/5/6,0,11,zl-123456,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:09,102660,0,0,0,0,0,生意需要资金周转，请各位朋友帮忙，谢谢,40000,9,18,等额本息，每月还款,0,0.00,投标已结束,,2008/5/17,0,8,xinlan29,B,108,258,34,4,1,1,0,1,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:14,102661,0,0,0,0,0,办补习社贷款急需资金周转,15000,15,3,等额本息，每月还款,5126,0.33,投标已结束,,2008/5/6,1,103,ffwp,E,36,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:16,102662,0,0,0,0,0,"急需解决民工工资,请求援助",30000,18,6,等额本息，每月还款,5266,0.00,投标已结束,,2008/5/11,0,28,lvsetianshi,E,27,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:18,102664,0,0,0,0,0,为了能走出自己的一番事业，想自己做批发女装的生意！～,50000,8,24,等额本息，每月还款,2261,0.00,投标已结束,,2008/5/8,0,15,tingting12,HR,25,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:24,102667,0,0,0,0,0,"为了事业畅通无阻,急需要资金",60000,12,24,等额本息，每月还款,2824,0.00,投标已结束,,2008/5/6,0,15,ymemail,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:28,102668,0,0,0,0,0,大型住宅小区开超市需启动资金，大家帮帮忙！,30000,10,24,等额本息，每月还款,1384,0.00,投标已结束,,2008/5/18,0,26,qzy401,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:39,102674,0,0,0,0,0,本人急买车资金周转不灵,10000,10,12,等额本息，每月还款,879,0.00,投标已结束,,2008/5/7,0,11,xuanxuan125,HR,15,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:42,102675,0,0,0,0,0,在创业中出现困难寻求帮助,50000,20,18,等额本息，每月还款,3238,0.00,投标已结束,,2008/5/6,0,21,bobylovegod,HR,15,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:44,102676,0,0,0,0,0,因家里需钱.导致我资金周转不过来.,50000,27,3,等额本息，每月还款,17422,0.00,投标已结束,,2008/5/7,0,19,sugar,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:45,102677,0,0,0,0,0,做俄文手机项目 钱是2年期限的 如果还未到期钱就够了 利息照,50000,10,24,等额本息，每月还款,0,0.00,投标已结束,,2008/5/7,0,13,daweivvv,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:49,102679,0,0,0,0,0,业务扩展.诚心借款.按时还款,60000,14,18,等额本息，每月还款,3715,0.00,投标已结束,,2008/5/15,0,62,wangjackm,E,31,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:49:54,102681,0,0,0,0,0,杭州市需要200万资金利息面谈,20000,20,6,等额本息，每月还款,3530,0.00,投标已结束,,2008/5/7,0,17,sfc123,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:01,102685,0,0,0,0,0,筹钱办订婚仪式啊，哥哥姐姐谁帮个忙,20000,15,2,等额本息，每月还款,10188,0.00,投标已结束,,2008/5/7,0,29,rama2003,E,35,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:02,102686,0,0,0,0,0,急需资金周转创业基金,100000,15,6,等额本息，每月还款,0,0.00,投标已结束,,2008/5/15,0,8,wen6898,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:04,102687,0,0,0,0,0,想自己开店的小女人求你们帮帮我,30000,10,36,等额本息，每月还款,968,0.00,投标已结束,,2008/5/10,0,11,baby000,HR,7,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:08,102689,0,0,0,0,0,个人诚心借款到期按时还款,30000,10,24,等额本息，每月还款,1384,0.00,投标已结束,,2008/5/7,0,13,wym007450,HR,17,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:12,102693,0,0,0,0,0,艰难创业急需质押和流动资金,100000,24,12,等额本息，每月还款,9456,0.00,投标已结束,,2008/5/20,0,18,kaige,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:15,102694,0,0,0,0,0,我的钱还没到账没钱花只能借点了,10000,3,12,等额本息，每月还款,847,0.00,投标已结束,,2008/5/7,0,8,shangwenyi,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:18,102696,0,0,0,0,0,用于个人资金周转款项,60000,10,12,等额本息，每月还款,5275,0.00,投标已结束,,2008/5/7,0,14,jap800827,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:22,102698,0,0,0,0,0,好心人帮帮忙!~急需短期贷款,6000,20,6,等额本息，每月还款,1059,0.00,投标已结束,,2008/5/5,0,18,liny,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:24,102699,0,0,0,0,0,借一万元钱十个月还完,10000,14,10,等额本息，每月还款,1065,0.00,投标已结束,,2008/5/4,0,15,lsjs1985,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:27,102701,0,0,0,0,0,需要购买车辆，比较着急谢谢,30000,25,3,等额本息，每月还款,10420,0.00,投标已结束,,2008/5/5,0,63,kevin_yuan,E,42,20,0,7,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:29,102702,0,0,0,0,0,"创业贷款,相信你会对我有信心",30000,15,10,等额本息，每月还款,3210,0.00,投标已结束,,2008/5/19,0,18,simuyilian2006,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:33,102704,0,0,0,0,0,老婆急需钱开店，愿意付出器官,50000,13,24,等额本息，每月还款,2377,0.00,投标已结束,,2008/5/7,0,13,xujian522,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:37,102706,0,0,0,0,0,项目已选好还缺周转资金望朋友们帮我一把到期还款,20000,7,12,等额本息，每月还款,1731,0.00,投标已结束,,2008/7/10,0,47,taoailing,E,27,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:41,102708,0,0,0,0,0,创业贷款～～我的能力可以还～,10000,15,10,等额本息，每月还款,1070,0.00,投标已结束,,2008/5/7,0,8,baozhu,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:44,102710,0,0,0,0,0,职业经理人，需要短期资金周转,20000,25,18,等额本息，每月还款,1344,0.00,投标已结束,,2008/5/4,0,6,zm77539930,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:49,102712,0,0,0,0,0,"我想创业,可是没资金,所以求大家帮帮忙~",5000,7,12,等额本息，每月还款,433,0.00,投标已结束,,2008/5/7,0,24,ps525031483,HR,12,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:50,102713,0,0,0,0,0,做房地产建筑工程创业借款,20000,25,6,等额本息，每月还款,3581,0.00,投标已结束,,2008/5/17,0,14,luohao,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:54,102715,0,0,0,0,0,开发金融分析软件，为国人金融投资带来新的希望,30000,10,6,等额本息，每月还款,5147,0.00,投标已结束,,2008/5/7,0,36,huhonglin,E,28,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:50:56,102716,0,0,0,0,0,企业周转借款继续帮助,50000,5,12,等额本息，每月还款,4280,0.00,投标已结束,,2008/5/7,0,5,jzfengwuqindan2,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:00,102719,0,0,0,0,0,个人无抵押贷款创业资金,40000,1,36,等额本息，每月还款,1128,0.00,投标已结束,,2008/5/7,0,15,ruyuguanggao,HR,18,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:02,102720,0,0,0,0,0,急需钱来办理订婚宴席,20000,20,2,等额本息，每月还款,10251,2.75,投标已结束,,2008/5/7,2,135,rama2003,E,35,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:04,102721,0,0,0,0,0,业务周转资金，一月就还,30000,26,1,等额本息，每月还款,30650,0.00,投标已结束,,2008/5/13,0,46,dxmilukoko,E,28,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:06,102722,0,0,0,0,0,个人创业需要资金3万,30000,10,24,等额本息，每月还款,1384,0.00,投标已结束,,2008/5/10,0,7,a316141176,HR,10,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:08,102723,0,0,0,0,0,创业贷款(如有意向欢迎询问),50000,20,12,等额本息，每月还款,4632,0.00,投标已结束,,2008/5/7,0,18,buzhihong222,E,31,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:11,102724,0,0,0,0,0,个人创业预借4万做启动资金`季度还息``到期还本``,40000,10,24,等额本息，每月还款,1846,0.00,投标已结束,,2008/5/7,0,10,zlxhwt2,HR,19,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:13,102725,0,0,0,0,0,个人创业资金周转急需用钱,100000,10,1,等额本息，每月还款,100833,0.00,投标已结束,,2008/5/3,0,12,kammy928,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:16,102728,0,0,0,0,0,滴水之恩定当涌泉想报！！！,40000,10,24,等额本息，每月还款,1846,0.00,投标已结束,,2008/5/8,0,23,pangmei,HR,13,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:17,102729,0,0,0,0,0,滴水之恩定当泉涌相报,40000,10,24,等额本息，每月还款,1846,0.00,投标已结束,,2008/5/31,0,7,pangmei,HR,13,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:19,102730,0,0,0,0,0,高息借款周转-用于开存款证明-完全无风险,100000,20,2,等额本息，每月还款,51253,0.00,投标已结束,,2008/5/7,0,47,silencezhong,E,32,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:22,102731,0,0,0,0,0,事业单位结婚借款，1月归还，可去单位验证,10000,25,2,等额本息，每月还款,5157,0.00,投标已结束,,2008/5/7,0,18,txhwzj,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:25,102733,0,0,0,0,0,个人小额短期周转60000，20%利息,60000,20,6,等额本息，每月还款,10591,0.00,投标已结束,,2008/5/7,0,72,modelcompany,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:31,102736,0,0,0,0,0,业务扩展.诚心借款.按时还款 ,50000,20,18,等额本息，每月还款,3238,0.00,投标已结束,,2008/5/6,0,6,luomadoudou,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:33,102737,0,0,0,0,0,个人进修，短期培训，暂缺一部分金额，希望得到大家帮助！,5000,20,6,等额本息，每月还款,883,100.00,投标已结束,,2008/5/7,11,639,cookiesbar,E,31,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:34,102738,0,0,0,0,0,急需寻求一笔消费贷款 1万元,10000,10,8,等额本息，每月还款,1297,0.00,投标已结束,,2008/5/18,0,15,maxwell,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:36,102739,0,0,0,0,0,我现在急需。我想创业,100000,8,24,等额本息，每月还款,4567,0.00,投标已结束,,2008/5/7,0,11,yangchengtao,HR,7,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:40,102741,0,0,0,0,0,网络创业贷款诚信为本不诚勿扰,50000,25,24,等额本息，每月还款,2669,0.00,投标已结束,,2008/5/15,0,18,seo98,E,28,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:42,102742,0,0,0,0,0,个人需要网店进货流动资金,10000,20,9,等额本息，每月还款,1206,0.00,投标已结束,,2008/5/12,0,18,kuaileshoucainu,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:44,102743,0,0,0,0,0,买了二手房，对方急用钱，银行贷款未下来,80000,12,1,等额本息，每月还款,80800,0.00,投标已结束,,2008/5/7,0,13,gzszh,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:50,102746,0,0,0,0,0,买电脑做双份工作  就是兼职的意识,5000,20,10,等额本息，每月还款,0,0.00,投标已结束,,2008/6/15,0,34,xu_shulin,HR,24,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:52,102747,0,0,0,0,0,"短期资金周转,请各位朋友帮忙",20000,12,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/18,0,25,liaona_888,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:56,102749,0,0,0,0,0,在我正当困难的时候，伸出您的援助之手,30000,12,12,等额本息，每月还款,2665,0.00,投标已结束,,2008/5/9,0,47,zyl332501,E,29,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:57,102750,0,0,0,0,0,要在6月之前还清助学贷款，以便领取毕业证,20000,15,24,等额本息，每月还款,0,0.00,投标已结束,,2008/5/8,0,9,hui19860812,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:51:59,102751,0,0,0,0,0,买房就差这么多了！急！,15000,20,6,等额本息，每月还款,2648,1.00,投标已结束,,2008/5/8,2,115,gao116518,HR,22,0,0,18,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:02,102752,0,0,0,0,0,扩大经营需要最近周转,20000,10,18,等额本息，每月还款,0,0.00,投标已结束,,2008/5/15,0,11,zhangwei001,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:06,102754,0,0,0,0,0,想帮哥哥付买房首付款,10000,27,18,等额本息，每月还款,682,0.00,投标已结束,,2008/5/17,0,176,jasonlpk,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:08,102755,0,0,0,0,0,我长得太美丽了，你可以借点给我创业吗？,5000,10,6,等额本息，每月还款,858,0.00,投标已结束,,2008/5/20,0,38,qsjwzm,HR,6,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:10,102756,0,0,0,0,0,一诺千金 信用无价 相信你自己的判断,60000,25,6,等额本息，每月还款,10742,0.00,投标已结束,,2008/5/20,0,11,xieyao412,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:13,102758,0,0,0,0,0,定单太多周转资金不足寻求借款,100000,10,6,等额本息，每月还款,17156,0.00,投标已结束,,2008/5/10,0,10,lxy699791,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:20,102762,0,0,0,0,0,本人急需资金，若有借出者与我联系,3000,10,6,等额本息，每月还款,515,0.00,投标已结束,,2008/5/10,0,26,ztglove,HR,25,11,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:24,102764,0,0,0,0,0,用于短期资金周转应用,100000,15,10,等额本息，每月还款,10700,0.00,投标已结束,,2008/5/8,0,15,kmsai,HR,17,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:27,102767,0,0,0,0,0,广告产品资金周转短缺。可高息急用。,80000,20,12,等额本息，每月还款,7411,0.00,投标已结束,,2008/5/10,0,15,jiayang,HR,19,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:30,102768,0,0,0,0,0,特别需要一笔资金周转,3000,25,2,等额本息，每月还款,1547,0.00,投标已结束,,2008/5/4,0,6,baobei901221,HR,7,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:31,102769,0,0,0,0,0,自信的我想扩大我的农资门市部,15000,2,6,等额本息，每月还款,0,0.00,投标已结束,,2008/5/8,0,9,woyaojidai,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:34,102770,0,0,0,0,0,本人需要买辆摩头车请那位能帮帮忙！,6000,10,10,等额本息，每月还款,628,0.00,投标已结束,,2008/5/8,0,11,tqin1986,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:36,102771,0,0,0,0,0,想开一家服装城，向朋友们寻求支持,30000,10,12,等额本息，每月还款,2637,0.00,投标已结束,,2008/5/8,0,14,jxdyf66,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:38,102773,0,0,0,0,0,最接近梦想的时候，需要您的援手,25000,20,6,等额本息，每月还款,4418,0.00,投标已结束,,2008/5/7,0,43,sugartan,E,26,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:44,102775,0,0,0,0,0,买车就差一点点  ，,10000,0,12,等额本息，每月还款,834,0.00,投标已结束,,2008/5/10,0,8,jialiqing,HR,8,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:46,102776,0,0,0,0,0,诚心急需短期流动资金,50000,18,6,等额本息，每月还款,8776,0.00,投标已结束,,2008/5/5,0,13,jim-1232,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:52,102779,0,0,0,0,0,自己买部车，另外供妹妹读研,50000,11,24,等额本息，每月还款,0,0.00,投标已结束,,2008/5/19,0,11,easibay,HR,23,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:54,102780,0,0,0,0,0,电子商务公司，急需借款！恳请帮忙。,20000,20,6,等额本息，每月还款,3530,0.00,投标已结束,,2008/5/5,0,19,zhengfa,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:52:59,102783,0,0,0,0,0,急需用钱请大家帮忙谢谢了,15000,20,18,等额本息，每月还款,971,0.00,投标已结束,,2008/5/10,0,12,ttpk007,HR,24,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:53:01,102784,0,0,0,0,0,资金周转，急希望能借到20000,20000,25,12,等额本息，每月还款,1901,0.00,投标已结束,,2008/5/4,0,51,hopewzy1982,D,75,51,4,4,1,1,1,1,,,,,,,,,,,,0,,,,,
2014/05/12,18:53:03,102785,0,0,0,0,0,急需下本扩建甲鱼塘希望大家帮帮忙,100000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/5/17,0,20,qwe1978,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:53:07,102787,0,0,0,0,0,借款：一分投资十分回报,20000,7,6,等额本息，每月还款,3411,0.00,投标已结束,,2008/5/8,0,10,sanyiyingshi,HR,10,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,18:53:18,102793,0,0,0,0,0,这里已经是我最后的曙光了,3000,5,12,等额本息，每月还款,257,0.00,投标已结束,,2008/5/8,0,10,woshitadequanbu,HR,6,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
