抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,户口所在地,毕业学校,学历,学习形式,网站认证,淘宝网认证,卖家信用等级（皇冠数*10+钻石数*1）,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/05/12,20:46:14,106298,0,0,0,0,0,为最爱的人购买礼物！证明她对我的重要！,7500,13,10,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,10,hcsg003,HR,21,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:16,106299,0,0,0,0,0,大学生求助交学费领毕业证找好工作,5000,15,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,9,yl925926,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:17,106300,0,0,0,0,0,励志照亮人生，创业改变命运,30000,12,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/28,0,30,shzouxuan,E,35,20,0,2,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:19,106301,0,0,0,0,0,家用电器代理经营贷款,60000,10,3,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,13,weenhao,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:21,106302,0,0,0,0,0,室内家庭装修和投资借款,20000,20,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,14,heibing,E,26,10,0,7,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:26,106304,0,0,0,0,0,汽贸公司流动资金周转,100000,20,10,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,10,zplsl2003,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:27,106305,0,0,0,0,0,购买家具想压力小点付款,20000,22,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,9,bananasugar,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:29,106306,0,0,0,0,0,资金短期周转，不要问做什么，利息本金一分不会少,100000,0,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,9,diaoseju,HR,20,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:33,106308,0,0,0,0,0,为了创出自己的一片天，寻求大家的帮助,30000,15,18,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,10,chx0413,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:35,106310,0,0,0,0,0,在现实生活中被社会所逼,3000,20,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,24,shuai,HR,9,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:37,106311,0,0,0,0,0,好项目寻找资金，诚信好，有还款能力,100000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,9,kelvin,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:39,106312,0,0,0,0,0,本人因创业资金不足`所以向大家筹集点资金，还望大家多多支持。,30000,12,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/27,0,9,xiaogongliang,HR,13,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:41,106313,0,0,0,0,0,女友要出国，不想和她失去联系,5000,20,3,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,37,shu1617,E,31,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:43,106314,0,0,0,0,0,因为培训班学费不够现急用钱！,3000,20,3,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,13,sunwanpeng,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:45,106315,0,0,0,0,0,急急急，个人短期周转借款,5000,25,4,等额本息，每月还款,0,0.00,投标已结束,,2008/6/28,0,41,saier1295,C,90,35,4,9,0,1,1,1,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:48,106316,0,0,0,0,0,s生意周转请大家方便联系。不诚免谈,50000,0,36,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,22,zengshi,E,33,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:53,106319,0,0,0,0,0,"短期周转,只借3千,实验诚信",3000,20,6,等额本息，每月还款,530,0.00,投标已结束,,2008/6/30,0,92,ls_71,E,35,22,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:55,106320,0,0,0,0,0,"发展急需用钱,诚请各位同胞帮助",3000,10,3,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,13,dingf1985,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:57,106321,0,0,0,0,0,"家里的农业收入到年底才有,申请学费贷款",6000,7,6,等额本息，每月还款,1021,0.00,投标已结束,,2008/7/8,0,11,bonnietan,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:46:59,106322,0,0,0,0,0,短期融资 诚信借贷  长期合作,20000,26,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,14,zippo13,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:01,106323,0,0,0,0,0,学习上需要电脑，想买台电脑,5000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,36,qidaishan,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:02,106324,0,0,0,0,0,书店缺资金（想开分店，老店已经营4年）,50000,24,18,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,17,guhongd,E,37,20,0,4,1,0,0,1,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:05,106325,0,0,0,0,0,市繁华区的加盟连锁店,60000,18,24,等额本息，每月还款,2995,0.00,投标已结束,,2008/7/3,0,74,shyhan,HR,19,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:06,106326,0,0,0,0,0,本人用做治疗父母的医疗费,10000,11,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,8,kuailedongbin,HR,21,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:08,106327,0,0,0,0,0,资金周转，诚信为本，我方便，您赚钱——不抛弃不放弃,40000,20,18,等额本息，每月还款,2591,3.47,投标已结束,,2008/7/22,1,39,wy_fy,E,28,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:10,106328,0,0,0,0,0,资金周转，诚信为本，我方便，您赚钱——不抛弃不放弃,40000,20,18,等额本息，每月还款,0,0.13,投标已结束,,2008/6/30,1,42,wy_fy,E,28,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:12,106329,0,0,0,0,0,"遇特殊情况,急需短期资金周转",5000,10,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,17,xiaoke84,HR,25,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:14,106330,0,0,0,0,0,房产抵押。诚信保证。,50000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,9,whlszj_008,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:16,106331,0,0,0,0,0,本人欲和同学暑假期间拍摄DV作品,5000,24,7,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,17,gotanqiang,HR,22,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:17,106332,0,0,0,0,0,规模扩大寻求您的一臂之力！,100000,20,6,等额本息，每月还款,17652,3.00,投标已结束,,2008/6/30,1,40,davidwangshi,E,28,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:19,106333,0,0,0,0,0,寻求个人急短期周转资金,5000,20,1,等额本息，每月还款,5083,0.00,投标已结束,,2008/7/11,0,11,kingchen,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:22,106335,0,0,0,0,0,国家公务员 因需结婚，日期定在8月8日,6000,20,3,等额本息，每月还款,2067,0.00,投标已结束,,2008/6/30,0,61,guotao112,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:24,106336,0,0,0,0,0,急求2W元~要不工作就没了,20000,6,1,等额本息，每月还款,0,0.00,投标已结束,,2008/6/26,0,11,mashuong,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:25,106337,0,0,0,0,0,创业急需周转资金解决,55000,15,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,139,guowen,E,30,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:27,106338,0,0,0,0,0,短期周转，时间不会很长,10000,10,1,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,12,dahao,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:29,106339,0,0,0,0,0,借款购买办公电子产品,10000,20,12,等额本息，每月还款,926,0.00,投标已结束,,2008/7/10,0,14,djgaoxin,E,32,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:31,106340,0,0,0,0,0,急~急~急寻周转资金~~~~,100000,15,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,10,kaixin_780513,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:33,106341,0,0,0,0,0,急需一笔出国劳务（去加拿大）的费用,100000,8,18,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,55,shaojb,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:35,106342,0,0,0,0,0,短期周转资金借款 盼朋友雪中送炭,50000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,20,jecar,E,31,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:37,106343,0,0,0,0,0,"各位朋友帮帮我,我想借点钱还信用卡的钱.",4000,1,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,9,tdc01,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:39,106344,0,0,0,0,0,金融投资.急需资金.,30000,20,12,等额本息，每月还款,2779,0.00,投标已结束,,2008/7/2,0,15,lyx,HR,20,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:41,106345,0,0,0,0,0,投资农业借款10万元，1年期，10%利率,100000,10,12,等额本息，每月还款,8792,9.45,投标已结束,,2008/7/11,9,596,mattni,D,75,37,4,2,0,1,0,1,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:43,106346,0,0,0,0,0,做生意屡招失败，想重新东山再起,6000,10,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,11,780326,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:45,106347,0,0,0,0,0,谢谢您的帮助，本人急需,30000,20,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,18,junrenwang,E,29,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:47,106348,0,0,0,0,0,￥￥￥急急急￥￥￥找人借钱啊,5000,10,8,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,19,ga0242,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:49,106349,0,0,0,0,0,项目投资最高年利率30%,100000,23,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,27,feng3319,HR,14,0,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:53,106351,0,0,0,0,0,改变自己巍巍黄山身下坐,100000,5,36,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,19,q13547836396,HR,6,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:55,106352,0,0,0,0,0,"给我一次机会,还你一个惊喜!",8000,18,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,18,lgh2008,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:47:59,106354,0,0,0,0,0,"住房装修,希望能得到好心人帮助",15000,20,10,等额本息，每月还款,0,0.00,投标已结束,,2008/6/26,0,15,zwf0118,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:05,106356,0,0,0,0,0,诚信贷款解决燃眉之急,30000,15,36,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,19,adu1011,E,44,20,0,6,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:07,106357,0,0,0,0,0,高科技项目创业急需资金援助,100000,20,12,等额本息，每月还款,9263,0.05,投标已结束,,2008/7/10,1,44,zzr,E,30,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:09,106358,0,0,0,0,0,人人都有难处的时候 人人帮一点 让社会更好,80000,25,18,等额本息，每月还款,5375,0.00,投标已结束,,2008/6/30,0,24,77821534,HR,22,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:11,106359,0,0,0,0,0,"工程款拖死我啦,真的需要帮助",55000,10,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,22,kingchf,E,28,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:13,106360,0,0,0,0,0,您给一个机会，成就我多年梦想，扩大个人经营规模急需资金,40000,18,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,30,xingxingyu2007,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:16,106362,0,0,0,0,0,"由于周转困难,需要资金",50000,10,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,7,gaosongzhou2000,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:18,106363,0,0,0,0,0,做网络购物生意缺点资金,20000,20,24,等额本息，每月还款,1018,0.00,投标已结束,,2008/7/10,0,18,zxchun2000,E,26,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:20,106364,0,0,0,0,0,做网络购物生意缺点资金,20000,20,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,15,zxchun2000,E,26,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:22,106365,0,0,0,0,0,急贷100万元用于造房子及创业,100000,15,12,等额本息，每月还款,9026,0.00,投标已结束,,2008/7/10,0,9,sss0579,HR,19,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:24,106366,0,0,0,0,0,开始创业需要大量资金,100000,10,36,等额本息，每月还款,3227,0.00,投标已结束,,2008/6/30,0,12,yuludange,HR,8,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:26,106367,0,0,0,0,0,想去澳大利亚探望我先生，急需10万作资金证明 ,100000,24,6,等额本息，每月还款,17853,0.00,投标已结束,,2008/7/10,0,27,betty99718,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:28,106368,0,0,0,0,0, 本人急需一毕进货资金,5000,18,2,等额本息，每月还款,0,1.00,投标已结束,,2008/7/1,1,42,ye503yp,E,43,10,0,27,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:32,106369,0,0,0,0,0,个人创业借款，手里有好的创业计划需要启动资金！,20000,27,12,等额本息，每月还款,1920,0.00,投标已结束,,2008/7/1,0,28,chongqingmix,D,51,118,7,2,1,0,0,1,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:34,106370,0,0,0,0,0,急需资金周转，利息高些可商量！,30000,20,3,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,18,kangkai,HR,15,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:36,106371,0,0,0,0,0,紧急缺少短期资金.望大家帮助,3000,10,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/27,0,9,zqbb009,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:38,106372,0,0,0,0,0,绝对是一个很好的合作伙伴，遵守双方协定,60000,12,36,等额本息，每月还款,1993,0.00,投标已结束,,2008/6/30,0,15,shineccq,E,26,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:42,106374,0,0,0,0,0,急需钱来办理手续希望得到帮助,5000,8,6,等额本息，每月还款,853,0.00,投标已结束,,2008/7/5,0,10,maomsao123,HR,17,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:44,106375,0,0,0,0,0,增加新设备和流动资金,100000,15,24,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,12,yzlwq,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:46,106377,0,0,0,0,0,因经营问题27%高息紧急寻求资金帮助,25000,27,8,等额本息，每月还款,3450,0.00,投标已结束,,2008/6/30,0,33,zzg6156,E,49,20,0,17,0,1,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:53,106379,0,0,0,0,0,高息贷款 高息贷款 高息贷款 ,100000,3,18,等额本息，每月还款,5688,0.00,投标已结束,,2008/7/10,0,17,face0222,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:55,106380,0,0,0,0,0,个人经营压钱多，急需周转资金,90000,15,6,等额本息，每月还款,15663,0.00,投标已结束,,2008/7/4,0,27,dulli,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:48:59,106382,0,0,0,0,0,"我真的上急用,要不也不会想办法借钱了.",11000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,47,zhiyinaini,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:01,106383,0,0,0,0,0,我虽是提前消费，但我给大家的回报也是很有吸引力的。,30000,26,12,等额本息，每月还款,2866,10.00,投标已结束,,2008/7/1,1,46,zzyyll,E,29,10,0,3,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:03,106384,0,0,0,0,0,扩大通信行业现有的市场，望有意者与我一同开发,100000,10,36,等额本息，每月还款,3227,0.00,投标已结束,,2008/7/9,0,34,yf1866,HR,21,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:05,106385,0,0,0,0,0,"应收款没能及时到帐,工厂要添设备,要钱周转",100000,12,3,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,10,ddiddy,HR,21,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:07,106386,0,0,0,0,0,诚信借款，周转用于投资方面,30000,10,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,11,drew,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:09,106387,0,0,0,0,0,请求借学费3000元，兼职家教月薪1500。3个月还清,3000,20,3,等额本息，每月还款,1034,0.00,投标已结束,,2008/7/7,0,15,shuyu,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:10,106388,0,0,0,0,0,金旗广告传媒有限公司,60000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/29,0,15,mapengfei,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:14,106390,0,0,0,0,0,个人创业贷款资金紧缺,50000,15,6,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,6,huangwei0520,E,27,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:16,106391,0,0,0,0,0,因为小弟要结婚资金买了房一时周转不来,10000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,8,lisonxinwoaini,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:18,106392,0,0,0,0,0,"需要流动资金,添加设备,并租用出去,每月收租金!",100000,24,6,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,36,ad50010626,E,34,10,0,6,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:20,106393,0,0,0,0,0,大学生创业急需资金周转,100000,10,18,等额本息，每月还款,6006,0.00,投标已结束,,2008/7/10,0,13,yfngdkyf,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:22,106394,0,0,0,0,0,在教育学习！费用支出 急！急！,3000,7,8,等额本息，每月还款,385,0.00,投标已结束,,2008/6/27,0,21,gld_zy,HR,12,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:24,106395,0,0,0,0,0,即将毕业的高级船员高利息向您寻求帮助,5000,25,4,等额本息，每月还款,1316,1.00,投标已结束,,2008/7/5,1,92,a123,E,30,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:26,106396,0,0,0,0,0,求借创业用工作室的房产首付,100000,10,36,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,21,guiy01,E,32,37,0,4,1,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:28,106397,0,0,0,0,0,购内部转让商品房一套尚缺资金,100000,15,12,等额本息，每月还款,9026,0.00,投标已结束,,2008/7/10,0,13,stefanshao,HR,16,0,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:30,106398,0,0,0,0,0,"创业投资借款,最好能按年交息.我愿出20%的年利率",100000,20,36,等额本息，每月还款,3716,0.00,投标已结束,,2008/7/30,0,32,tmt,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:33,106400,0,0,0,0,0,"投资保证金,到期按20%年利率还本金.",100000,20,12,等额本息，每月还款,9263,0.00,投标已结束,,2008/7/5,0,41,tmt,E,29,10,0,4,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:35,106401,0,0,0,0,0,开实体店需要资金周转,50000,20,3,等额本息，每月还款,17225,8.20,投标已结束,,2008/7/1,3,77,zly_shui,E,32,10,0,8,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:37,106402,0,0,0,0,0,一个绝不让你后悔的贷款,55000,8,36,等额本息，每月还款,1724,0.00,投标已结束,,2008/7/10,0,195,youyou,HR,22,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:39,106403,0,0,0,0,0,我现在真的是非常着急用！！谢谢！！,10000,7,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,7,bobo425,HR,18,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:42,106404,0,0,0,0,0,有借定必有还，遵守双方利益关系,60000,12,36,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,13,shineccq,E,26,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:44,106405,0,0,0,0,0,我的发展就是你的收获~!,40000,10,10,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,9,jq518,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:45,106406,0,0,0,0,0,真心寻求帮助，好心人帮忙,10000,1,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,15,cherry7100,E,26,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:49,106408,0,0,0,0,0,急需3万5千周转.有朋友进,35000,20,12,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,7,channliy,E,27,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:52,106410,0,0,0,0,0,找到了好产品没钱发展业务,30000,1,12,等额本息，每月还款,0,0.00,投标已结束,,2008/7/1,0,16,jimmao,E,29,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:54,106411,0,0,0,0,0,急需资金周转经营化肥,35000,20,3,等额本息，每月还款,12058,0.00,投标已结束,,2008/7/3,0,8,5770,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:49:58,106413,0,0,0,0,0,"急需资金,请哪位好心人帮帮忙~谢谢!",50000,10,6,等额本息，每月还款,8578,0.00,投标已结束,,2008/7/1,0,22,520sha,HR,16,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:00,106414,0,0,0,0,0,诚实守信是我创业的根本,100000,15,36,等额本息，每月还款,3467,0.00,投标已结束,,2008/7/10,0,12,cheng12315,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:02,106417,0,0,0,0,0,还招行的随借随还，没有任何风险,60000,7,12,等额本息，每月还款,5192,0.00,投标已结束,,2008/7/1,0,32,daben072,E,30,10,0,2,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:06,106419,0,0,0,0,0,有信誉，才有人借你钱，无信誉没人借你钱,15000,15,3,等额本息，每月还款,5126,0.00,投标已结束,,2008/7/1,0,19,houer,HR,19,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:07,106420,0,0,0,0,0,个人创业急需求贷款，急求  ,30000,20,6,等额本息，每月还款,5296,0.00,投标已结束,,2008/7/1,0,16,hardy,E,27,10,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:11,106422,0,0,0,0,0,个人创业缺部分资金，希望这次投标能够成功,90000,13,24,等额本息，每月还款,4279,0.00,投标已结束,,2008/7/1,0,31,jj29633486,HR,25,10,0,5,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:13,106423,0,0,0,0,0,母亲生病急需用钱帮帮我吧,50000,5,24,等额本息，每月还款,0,0.00,投标已结束,,2008/6/27,0,20,yinan_1981,HR,14,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:15,106424,0,0,0,0,0,为了一个生存的目标为了自己,3000,7,6,等额本息，每月还款,0,0.00,投标已结束,,2008/6/30,0,10,574790894,HR,3,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:17,106425,0,0,0,0,0,我有一个很郝的项目缺乏资金原大家帮助,50000,20,6,等额本息，每月还款,8826,0.00,投标已结束,,2008/7/5,0,6,nuonuoguai,HR,13,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:19,106426,0,0,0,0,0,借钱开个拉面馆   半年绝对还清,8000,15,6,等额本息，每月还款,1392,0.00,投标已结束,,2008/7/1,0,81,zhangbo111,E,29,10,0,9,0,0,0,0,,,,,,,,,,,,0,,,,,
2014/05/12,20:50:22,106427,0,0,0,0,0,开一家服装店资金短缺,50000,2,12,等额本息，每月还款,4212,0.00,投标已结束,,2008/7/13,0,13,yang.k,HR,11,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,
